,nom_reg,res_princ_de_40_a_moins_de_60_m2_en_2015_princ,res_princ_chauffage_individuel_electrique_met_en_2015_princ,pop_men_emmenages_moins_2_ans_en_2015_princ,appartements_en_2015_princ,res_princ_type_maison_en_2015_princ,menages_deux_voitures_ou_plus_en_2015_princ,anc_tot_emmengt_res_princ_occ_par_proprietaires_annees_en_2015_princ,res_princ_de_120_m2_ou_plus_en_2015_princ,unite_urbaine,nom_epci,menages_emmenages_moins_2_ans_en_2015_princ,menages_au_moins_une_voiture_en_2015_princ,res_princ_occupees_locataires_en_2015_princ,res_princ_hlm_louee_vide_en_2015_princ,res_princ_de_100_a_moins_de_120_m2_en_2015_princ,anc_tot_emmengt_res_princ_occ_gratuit_annees_en_2015_princ,pieces_res_princ_men_emmenages_moins_2_ans_en_2015_princ,res_princ_sdb_baignoire_douche_met_en_2015_princ,res_princ_type_appart_1946_a_1970_en_2015_princ,res_princ_type_appartement_en_2015_princ,res_secondaires_et_logts_occasionnels_en_2015_princ,res_princ_chauffage_central_individuel_met_en_2015_princ,res_princ_3_pieces_en_2015_princ,pieces_res_princ_men_emmenages_depuis_10_ans_ou_plus_en_2015_princ,res_princ_1946_a_1970_en_2015_princ,menages_au_moins_un_parking_en_2015_princ,pieces_res_princ_men_emmenages_entre_2_4_ans_en_2015_princ,pers_res_princ_occupees_proprietaires_en_2015_princ,res_princ_occupees_proprietaires_en_2015_princ,pieces_res_princ_type_appartement_en_2015_princ,pieces_res_princ_men_emmenages_entre_5_9_ans_en_2015_princ,pop_men_emmenages_depuis_10_ans_ou_plus_en_2015_princ,menages_emmenages_entre_5_9_ans_en_2015_princ,res_princ_de_80_a_moins_de_100_m2_en_2015_princ,pieces_res_princ_type_maison_en_2015_princ,libelle_de_l_iris,pop_menages_en_2015_princ,res_princ_chauffage_central_collectif_met_en_2015_princ,res_princ_4_pieces_en_2015_princ,geo_shape,region,nom_dep,iris,pers_res_princ_occupees_locataires_en_2015_princ,res_princ_de_30_a_moins_de_40_m2_en_2015_princ,logements_vacants_en_2015_princ,libelle_commune_ou_arm,anc_tot_emmengt_res_princ_occ_par_locataires_annees_en_2015_princ,res_princ_1_piece_en_2015_princ,departement,pop_men_emmenages_entre_2_4_ans_en_2015_princ,res_princ_type_maison_avt_2013_en_2015_princ,res_princ_type_maison_1971_a_1990_en_2015_princ,res_princ_1971_a_1990_en_2015_princ,res_princ_2006_a_2012_en_2015_princ,res_princ_type_appart_2006_a_2012_en_2015_princ,res_princ_de_60_a_moins_de_80_m2_en_2015_princ,commune_ou_arm,res_princ_1991_a_2005_en_2015_princ,res_princ_5_pieces_ou_plus_en_2015_princ,menages_emmenages_depuis_10_ans_ou_plus_en_2015_princ,res_princ_loge_gratuit_en_2015_princ,menages_en_2015_princ,menages_emmenages_entre_2_4_ans_en_2015_princ,res_princ_avt_2013_en_2015_princ,pieces_res_princ_en_2015_princ,geo_point_2d,anc_tot_emmengt_res_princ_hlm_louees_vides_annees_en_2015_princ,menages_une_voiture_en_2015_princ,res_princ_type_appart_avt_2013_en_2015_princ,res_princ_type_maison_avt_1919_en_2015_princ,residences_principales_en_2015_princ,pers_res_princ_occupees_gratuit_en_2015_princ,res_princ_type_maison_1919_a_1945_en_2015_princ,res_princ_type_appart_1991_a_2005_en_2015_princ,grand_quartier,res_princ_type_appart_avt_1919_en_2015_princ,personnes_res_princ_en_2015_princ,res_princ_2_pieces_en_2015_princ,logements_en_2015_princ,res_princ_type_appart_1919_a_1945_en_2015_princ,res_princ_type_appart_1971_a_1990_en_2015_princ,res_princ_1919_a_1945_en_2015_princ,res_princ_type_maison_2006_a_2012_en_2015_princ,res_princ_de_moins_de_30_m2_en_2015_princ,pers_res_princ_hlm_louees_vides_en_2015_princ,maisons_en_2015_princ,res_princ_type_maison_1946_a_1970_en_2015_princ,pop_men_emmenages_entre_5_9_ans_en_2015_princ,res_princ_avt_1919_en_2015_princ,anc_tot_emmengt_res_princ_annees_en_2015_princ,res_princ_type_maison_1991_a_2005_en_2015_princ,res_princ_avec_eau_chaude_dom_en_2015_princ,res_princ_avec_electricite_dom_en_2015_princ,res_princ_avec_piece_climatisee_dom_en_2015_princ,res_princ_avec_bain_douche_wc_dom_en_2015_princ,habitations_de_fortune_dom_en_2015_princ,res_princ_avec_chauffe_eau_solaire_dom_en_2015_princ,cases_traditionnelles_dom_en_2015_princ,maisons_ou_immeubles_en_dur_dom_en_2015_princ,res_princ_avec_tout_a_l_egout_dom_en_2015_princ,maisons_ou_immeubles_en_bois_dom_en_2015_princ
37319,ILE-DE-FRANCE,184.450642018,663.747071247,412.231069757,2359.02626825,11.3823814539,137.399688126,15950.7545498,321.989747126,00851,Métropole du Grand Paris,269.847542037,624.086810159,754.839732979,9.13189413111,154.49862303,2091.63708212,563.501764349,1395.48438122,84.648234594,1549.59558358,663.819873079,688.736054015,296.627085895,2695.42513254,87.4180722483,424.532167069,970.75502954,1158.89696886,654.419871024,4806.92417648,679.667368679,1341.92172374,214.489057167,134.667476227,51.2220338435,Saint-Thomas d'Aquin 6,2831.17019613,239.838410615,223.697086176,"{'type': 'Polygon', 'coordinates': [[[2.3287587297, 48.8588121819], [2.3291791291, 48.8594009164], [2.329249893, 48.8595155306], [2.329290294099999, 48.8595535298], [2.329658503, 48.8594323819], [2.3321276497, 48.8586304762], [2.3324764655, 48.8585325945], [2.3332821637, 48.8583059528], [2.332725586, 48.857598658], [2.3322707672, 48.857034925], [2.3316666793, 48.8563147682], [2.3313067155000002, 48.8559017526], [2.33073289, 48.8550558498], [2.3304787557, 48.8544689481], [2.3292326552000002, 48.8548199125], [2.328005675, 48.8551664746], [2.3276429436, 48.8552876485], [2.3268413246, 48.8556221982], [2.3260832474, 48.8559614845], [2.3258613538, 48.8560465726], [2.3260061985, 48.856122934300004], [2.3265378825, 48.8564281107], [2.3274158941, 48.8569339889], [2.3274388071, 48.8569539034], [2.3275072676, 48.85703523], [2.3279552031, 48.8577059657], [2.3283233481, 48.8582233615], [2.3287587297, 48.8588121819]]]}",11,PARIS,751072506,1325.00978738,198.18745893,182.479070421,Paris 7e Arrondissement,6925.82679504,397.373979667,75,631.000285048,11.3823814539,0.0,61.4791399622,3.04396471037,3.04396471037,199.086026475,75107,19.8737675869,354.335529699,776.104954711,194.438683914,1603.69828792,343.256734002,1603.69828792,4909.34929511,"[48.8569932911, 2.32975279225]",88.2749766007,486.687122033,1549.59558358,8.55196496633,1603.69828792,347.263439895,2.83041648761,19.8737675869,7510725,1290.41903222,2831.17019613,331.664606481,2449.99723142,90.1314445012,61.4791399622,96.6736346249,0.0,410.818314111,15.2198235518,25.7770774163,0.0,446.017117583,1335.20970878,24968.2184269,0.0,,,,,,,,,,
37372,ILE-DE-FRANCE,255.846595893,604.355854916,234.026082688,1190.30194529,3.77070110046,10.5713843754,7227.22451037,14.572009316900001,00851,Métropole du Grand Paris,167.204587397,182.693522138,500.18267071,0.0,9.92554638728,675.907596576,303.412502321,913.18118447,201.714042814,978.776443958,46.1849675013,297.381176188,220.18782679,949.819332815,210.590818391,104.192048517,621.385762298,792.941823353,455.014524257,2235.2373919,407.67409644,595.252441127,172.099971853,91.3919485715,9.43502342779,Folie Mericourt 14,1693.34506798,110.541972337,76.7443117472,"{'type': 'Polygon', 'coordinates': [[[2.3715437107, 48.8701631002], [2.3728966374000002, 48.8705704015], [2.3730723083, 48.8703599773], [2.3733264807, 48.8700834128], [2.3739159259, 48.869474048], [2.3742678145, 48.8691197499], [2.374391893, 48.8690043838], [2.3749276866, 48.8684334047], [2.3744478222, 48.8683202789], [2.3733680241, 48.8681032857], [2.373120235, 48.8680768066], [2.3729935169, 48.8680716461], [2.3727971702, 48.8680751141], [2.3726279564, 48.868089516], [2.3724438888, 48.8680921484], [2.3722526648, 48.8683492562], [2.3720503277000002, 48.868623392800004], [2.3725967446, 48.8688699792], [2.3726591253000002, 48.8688972864], [2.3721145159, 48.869518572], [2.3716141884, 48.8700843284], [2.3715437107, 48.8701631002]]]}",11,PARIS,751114114,803.699957612,216.46803402,172.140363168,Paris 11e Arrondissement,2907.73559962,243.209379488,75,506.01645264,3.77070110046,0.946810613428,110.268542945,26.6073825382,26.6073825382,106.016945851,75111,19.0511741891,35.5120102734,386.091076162,58.9754297015,1014.17262467,288.776989255,1011.24612216,2282.29169387,"[48.8691765561, 2.37312837651]",0.0,172.122137763,975.849941449,0.0,1014.17262467,96.7032870195,0.0,19.0511741891,7511141,518.901960492,1693.34506798,438.519096369,1232.49795534,101.200459698,108.374921718,101.200459698,0.0,319.951544628,0.0,6.6972095095499995,2.82389048704,358.05009153,543.527744397,10810.8677066,0.0,,,,,,,,,,
37405,ILE-DE-FRANCE,249.740240237,619.186292007,283.778480379,1205.14286608,22.4901251475,27.9750633098,5577.41563097,15.6979927631,00851,Métropole du Grand Paris,162.968299769,282.661508859,649.285248716,3.10012816939,22.2224742966,477.030763741,367.47642379,903.625163277,151.15821523,970.094703593,104.358798616,230.337865467,239.865464599,826.680895489,157.619260124,147.025591128,583.518476755,536.573982981,309.039104824,2156.80687011,520.585648207,526.980413385,198.255852738,62.7729729277,90.4855088486,Plaisance 22,1651.50955437,170.760676881,77.2150100194,"{'type': 'Polygon', 'coordinates': [[[2.3248767851, 48.8327367111], [2.324774117, 48.8329852579], [2.3238937012, 48.8351135948], [2.3237388809, 48.8354958516], [2.3234725152, 48.8361796658], [2.3237088118, 48.8361333354], [2.3241849211, 48.835979536], [2.3249625837, 48.8356844369], [2.3257334378, 48.835388395], [2.3263932532, 48.8351447857], [2.3268545697, 48.8349747036], [2.3262786617, 48.8342078947], [2.3258396246, 48.8336037411], [2.3258115294, 48.8335640103], [2.3254476469, 48.833048417], [2.325170266099999, 48.8326916], [2.3248767851, 48.8327367111]]]}",11,PARIS,751145622,1020.45097498,245.88600705,140.250557955,Paris 14e Arrondissement,5582.06366763,293.749958253,75,477.355306177,22.4901251475,3.10355931713,150.546871027,9.76977074558,9.76977074558,91.7502453516,75114,65.5608320288,34.823770038,344.895370794,65.0640401315,1023.38839367,317.26887037,1023.38839367,2298.26144424,"[48.8345690714, 2.32509385796]",6.20025633878,254.686445549,970.094703593,19.3865658304,1023.38839367,94.4845964106,0.0,65.5608320288,7511456,423.564974269,1651.50955437,377.734190762,1267.99775024,172.597599609,147.44331171,175.958516334,0.0,335.318461046,9.30038450817,25.590260132,0.0,363.395354429,463.933143413,11636.5100623,0.0,,,,,,,,,,
37406,ILE-DE-FRANCE,507.707949025,456.35701786,577.509604453,1986.61756651,8.62302569629,38.9603185976,9966.8936118,23.7816428332,00851,Métropole du Grand Paris,338.74719685,596.482507247,968.914042601,0.0,67.0442082429,945.624246592,688.813315924,1483.04517658,438.362708042,1572.58365985,168.345287133,271.894589641,333.671038974,1484.69177581,438.362708042,409.492403302,985.201526603,912.531470797,523.506001173,3776.50191219,646.796507067,906.509663667,275.79465121,123.49270362,25.8725648419,Saint-Lambert 23,2797.78282768,852.95507805,185.598167321,"{'type': 'Polygon', 'coordinates': [[[2.3014481886, 48.8379885168], [2.3011809161, 48.8375993266], [2.3002554757, 48.8372188784], [2.299556003, 48.8367525072], [2.2991377248, 48.836449666600004], [2.2980613644, 48.836757236], [2.2973528619, 48.8369626299], [2.2972954263, 48.8369784812], [2.2967368528, 48.8373808153], [2.2968193604, 48.8374253696], [2.2974281785, 48.8377428279], [2.2977691251, 48.8379202074], [2.298464068, 48.8383182098], [2.2992690344, 48.8387420349], [2.2998483817, 48.8390242323], [2.3000908938, 48.839126381], [2.3004729064, 48.8387832573], [2.3014481886, 48.8379885168]]]}",11,PARIS,751155723,1739.19926775,301.401266776,248.817272051,Paris 15e Arrondissement,6148.41474293,309.346590689,75,816.830813678,8.62302569629,0.0,172.558843894,17.2495391456,17.2495391456,268.190015082,75115,55.3850418453,65.9508091865,525.38766589,91.9152901497,1584.33533392,444.405819975,1584.33533392,3805.5031254,"[48.8377114991, 2.29923868935]",0.0,557.52218865,1572.58365985,5.75100896623,1584.33533392,146.052089126,2.87201673006,55.3850418453,7511557,539.766711596,2797.78282768,689.768727754,2001.49789311,349.260815332,172.558843894,352.132832062,0.0,292.717548345,0.0,11.7516782295,0.0,496.93274588,548.646368935,17060.9326013,0.0,,,,,,,,,,
37447,ILE-DE-FRANCE,467.723527309,16.0176604255,111.214038127,1054.69012446,0.0,21.8503740822,199.724155852,1.23212772504,00851,Métropole du Grand Paris,57.2021884007,301.399563161,1018.49801284,937.663800934,0.0,21.8792889496,130.211837406,909.891690313,429.59327987,1014.99657446,4.92851390498,175.686156725,459.829249472,1454.70284823,433.842729994,121.73884848,355.024469667,38.2450511205,12.7483503735,2488.38631118,582.822989067,994.449377611,252.586855776,14.5611413119,0.0,Gare 2,1964.60483377,844.633702607,51.5657018575,"{'type': 'Polygon', 'coordinates': [[[2.3669272524, 48.8172482982], [2.3668719173, 48.8173190564], [2.3660793524, 48.8183221638], [2.3655184645, 48.8190310485], [2.3648207307, 48.8199037897], [2.3647391306, 48.8200058855], [2.3654322629, 48.8202389076], [2.3660590292, 48.820441894300004], [2.3665487946, 48.820599183], [2.3670548403, 48.8207619521], [2.3672990447, 48.8208405911], [2.3675771667, 48.8209302014], [2.3684629643, 48.8212262816], [2.3688793094, 48.821374179], [2.3690691296, 48.8214453322], [2.3692492862, 48.8215272266], [2.3694065082, 48.8215910123], [2.369916343, 48.821779871], [2.3703924373, 48.8219433672], [2.3712836508, 48.8222448508], [2.3717713681, 48.8224052548], [2.3724476745, 48.8226269048], [2.3731396114, 48.8228517807], [2.373153177, 48.8228563486], [2.3731256246, 48.8227689647], [2.375741724, 48.8200710278], [2.3757609735000003, 48.8200558388], [2.3757611107, 48.8200557496], [2.3757121178, 48.8200411937], [2.3729901545, 48.8191968247], [2.3726075586, 48.819074301], [2.3706432035000002, 48.8184326132], [2.3671022932, 48.817301389], [2.3669272524, 48.8172482982]]]}",11,PARIS,751135002,1894.7175168,266.13727294,39.6935500008,Paris 13e Arrondissement,16707.9738807,170.823055771,75,335.013356954,0.0,0.0,108.102827323,127.805621489,111.787961064,130.861856383,75113,28.6400169727,14.9804774889,566.515039351,9.1309385761,1040.37730179,164.073218265,1035.44879089,2522.76214437,"[48.8200390545, 2.3701734761799997]",16201.775482,279.549189079,1011.30019128,0.0,1040.37730179,31.6422658528,0.0,28.6400169727,7511350,8.07956407208,1964.60483377,343.178817204,1084.9993657,325.096541981,108.102827323,328.978031042,0.0,159.861376124,1784.47962077,0.0,0.0,523.928061077,8.07956407208,16929.5773255,0.0,,,,,,,,,,
37453,ILE-DE-FRANCE,353.034665565,34.9709836795,103.997138382,968.28705508,0.0,32.1040693828,819.570281037,3.65616326863,00851,Métropole du Grand Paris,51.4491112429,220.312738471,822.77169641,703.901116294,4.92671447911,367.536489407,98.1639794947,804.995025343,293.474666158,893.048929572,23.5093674742,325.699708853,348.100382601,1737.42039363,298.846412692,167.608805871,243.702438769,100.799359892,49.9507061892,2416.96922212,359.621541594,1464.85989578,137.795502042,98.8281041513,0.0,Amerique 4,2217.83224377,538.91384451,146.464184733,"{'type': 'Polygon', 'coordinates': [[[2.3979332779, 48.8782560447], [2.3979021155, 48.8781209885], [2.3979206681000003, 48.876987926], [2.3979449716, 48.8755931858], [2.3979219388, 48.8754626669], [2.3976481156, 48.8754433027], [2.3975595714, 48.8754365618], [2.3956934882, 48.8752814642], [2.3953679437, 48.8752546391], [2.3952507701, 48.8752477519], [2.3952234888, 48.8752488731], [2.3951731076, 48.8753606753], [2.3955760312, 48.8772962726], [2.3956571036, 48.8777121724], [2.3960106694, 48.8777930979], [2.3963220541, 48.8778666149], [2.396598085, 48.8779318589], [2.3968536342, 48.8779996971], [2.3971594949, 48.8780794794], [2.3974245895, 48.8781473644], [2.3976041123, 48.8781869391], [2.3979332779, 48.8782560447]]]}",11,PARIS,751197504,2044.4428671,137.894858091,55.9366380915,Paris 19e Arrondissement,15520.6342141,164.206231052,75,257.433085489,0.0,0.0,222.786667259,9.02790980274,9.02790980274,185.091706011,75119,4.20788559772,51.658488109,597.963942576,30.8327814751,903.555184074,116.346628214,903.555184074,2438.90835349,"[48.8766223924, 2.39669315215]",14445.8223364,188.208669088,893.048929572,0.0,903.555184074,72.5900167762,0.0,4.20788559772,7511975,34.9433279981,2217.83224377,193.125897579,983.00118964,328.608472757,222.786667259,333.742980725,0.0,120.122972508,1827.56935916,4.20788005752,0.0,391.542124126,34.9433279981,16707.7409845,0.0,,,,,,,,,,
37489,ILE-DE-FRANCE,106.041053612,282.703980727,132.257465826,471.999744609,0.0,56.6648531335,1669.95368603,15.7438125653,00851,Métropole du Grand Paris,56.6067191025,297.217087358,176.342799863,22.2667091956,34.0191051652,53.548785308,164.618586231,407.268468686,13.8953816709,418.890406048,21.642458862,128.22054851,126.372465626,377.514265482,13.8953816709,356.197764367,472.23662259,526.475461589,227.131924014,1307.51226783,293.142793526,238.47952085,88.1652892341,100.988200684,0.0,Gare 17,933.880600533,7.96587681171,107.781745257,"{'type': 'Polygon', 'coordinates': [[[2.3780825324, 48.8291273361], [2.3778066621000002, 48.8294145992], [2.3774017639, 48.8298405925], [2.3769899516, 48.8302746426], [2.3767236903, 48.8305547581], [2.3769347043, 48.8306799706], [2.3779463072, 48.8312396977], [2.3786426736, 48.831618804], [2.3790921143, 48.8318567728], [2.3793695658000003, 48.8320093067], [2.3797701236, 48.8322344279], [2.3801373616, 48.8319395402], [2.3807521187000003, 48.8314498707], [2.3815511345, 48.8308145536], [2.3817409164, 48.8306635414], [2.3816135556, 48.8306053233], [2.3812313361, 48.8304423593], [2.3805238154, 48.8301419047], [2.3796454165, 48.8297780533], [2.3785148847, 48.8293112565], [2.3781773448, 48.8291727976], [2.3780825324, 48.8291273361]]]}",11,PARIS,751135017,385.145655401,28.1874100747,31.4668796987,Paris 13e Arrondissement,662.730964862,24.8804432874,75,350.833951842,0.0,0.0,0.0,182.491667873,182.491667873,112.486539516,75113,213.007723631,45.819528025,112.630735841,15.4156821718,418.890406048,161.487661871,415.632570559,1307.51226783,"[48.8306587693, 2.37914395901]",86.0780709076,240.552234224,415.632570559,0.0,418.890406048,22.2594835438,0.0,213.007723631,7511350,6.23779738386,933.880600533,114.036223853,471.999744609,0.0,0.0,0.0,0.0,21.4242844317,60.2844566083,0.0,0.0,212.309662014,6.23779738386,2386.2334362,0.0,,,,,,,,,,
37593,ILE-DE-FRANCE,360.569267661,750.04299802,518.311689155,1672.9150516,13.895490535,0.0,5525.02690537,3.44425970418,00851,Métropole du Grand Paris,374.195092684,318.640206736,1021.39789897,113.95453799,10.9392071694,513.410205584,686.056087447,1227.59481396,388.482341232,1409.20524501,122.952073752,392.060547888,227.982589543,893.016585161,388.482341232,134.89148074,872.424048566,620.53776186,348.967306708,2837.56310526,452.043258327,639.620081159,210.286377335,28.543445347,58.7893184077,Grenelle 1,2156.42969766,281.300403663,60.3765135521,"{'type': 'Polygon', 'coordinates': [[[2.2969020325000002, 48.8446289029], [2.2964517711, 48.8442692074], [2.2962619767, 48.844096312], [2.2958691314, 48.8437234613], [2.2957739861, 48.8436050841], [2.2950873015, 48.8428950363], [2.2936341614, 48.8434440729], [2.2933588871, 48.8435467738], [2.2931945468, 48.8436078593], [2.2930055715, 48.8436768933], [2.2937311148, 48.8445346782], [2.2937646536000003, 48.8445735489], [2.2945321075000003, 48.8454576572], [2.2946394797, 48.8455788053], [2.2956340217, 48.8451898433], [2.2962216937, 48.8449603661], [2.2965082948, 48.8448262475], [2.2969020325000002, 48.8446289029]]]}",11,PARIS,751155901,1437.4320248,344.896726978,140.757732839,Paris 15e Arrondissement,6573.88224548,419.623557964,75,673.861478567,13.895490535,0.0,66.8855164819,3.44425970418,3.44425970418,79.0735018696,75115,56.8818992549,35.5545940806,391.481416957,59.9230856967,1430.28829137,454.325404397,1430.28829137,2903.5399795,"[48.844230065, 2.29490790546]",821.829469114,318.640206736,1409.20524501,13.895490535,1430.28829137,98.4599110001,0.0,56.8818992549,7511559,567.160642093,2156.42969766,686.751036233,1693.99809796,326.350586242,66.8855164819,326.350586242,0.0,602.821882644,151.059750695,13.895490535,0.0,324.636448775,588.243688458,12612.3193564,0.0,,,,,,,,,,
37679,ILE-DE-FRANCE,587.894378045,316.114703182,459.105968954,2135.09917166,3.14822310045,74.2222691541,4482.77564008,9.49861921607,00851,Métropole du Grand Paris,172.963571996,799.179352912,1661.43059135,1228.39484197,38.9825413424,296.378147609,410.269047533,1855.39549018,172.791821468,2008.72026307,33.1472680678,293.079063795,835.67155912,3833.91305228,172.791821468,926.364070049,821.639376047,967.835620475,328.672368257,5869.08191083,838.453558174,3250.79636179,300.592534672,291.267606613,9.44466930134,Pont de Flandre 6,5464.90917271,1412.92781901,496.255621705,"{'type': 'Polygon', 'coordinates': [[[2.3817229839, 48.8943126968], [2.380067325, 48.8930414943], [2.3791321134, 48.892320791], [2.3790960332, 48.8923727644], [2.3789930203000003, 48.892433384], [2.3788906509, 48.8924400476], [2.3782609813, 48.8927461459], [2.3780236063, 48.892865422], [2.3767955422, 48.8934831646], [2.3771046052, 48.8937563669], [2.3773975314, 48.8940105987], [2.3776810964, 48.8942494926], [2.3779171877, 48.8944665556], [2.3792788872, 48.895682304], [2.3800300408, 48.8952563215], [2.3814746456, 48.8944364196], [2.3815940468, 48.894374084], [2.3817229839, 48.8943126968]]]}",11,PARIS,751197406,4434.56556456,168.444931504,94.2338083167,Paris 19e Arrondissement,26748.2578759,205.20246675,75,846.432544722,3.14822310045,3.14822310045,1379.1585462,70.1518376377,70.1518376377,789.475239961,75119,230.140803701,73.6170234223,1217.84501645,32.0186263741,2022.12158598,330.720462866,2013.87064923,5904.27503403,"[48.8939677622, 2.37924006808]",23808.3965146,724.957083758,2000.46932632,0.0,2022.12158598,62.5079876747,0.0,228.136465482,7511974,17.4939620664,5464.90917271,411.374914986,2149.50266237,140.510381918,1371.38485774,140.510381918,0.0,136.558269302,3314.35823582,3.14822310045,0.0,908.574297246,21.1172583116,31527.4116636,0.0,,,,,,,,,,
37731,ILE-DE-FRANCE,385.119529331,198.796047661,123.83081835,1533.99909087,0.0,72.6788157914,964.395251723,5.96339173012,00851,Métropole du Grand Paris,53.1735122693,632.525044197,1412.81208068,1278.3300861,93.5680537915,223.139533862,155.687290782,1354.21411526,344.135655176,1491.14950099,31.4487814313,4.98242224287,383.164995473,3142.89560989,344.135655176,365.279256713,679.659936426,63.7129448635,40.8403474302,4652.98772029,674.744883194,2214.1178315,225.863082744,328.991898621,0.0,Maison Blanche 1,3714.66020777,1287.37103109,388.250240728,"{'type': 'Polygon', 'coordinates': [[[2.3642042812, 48.816398324], [2.363328924, 48.8161481346], [2.3611044198, 48.816083205], [2.3606782923000003, 48.8160719334], [2.3605571269, 48.8160685873], [2.3605258158, 48.8160676104], [2.3603784688, 48.8160892169], [2.3602864004, 48.8163783256], [2.3599165382000002, 48.8176633622], [2.3595236276, 48.8189383796], [2.3595051944, 48.81899764], [2.3595174511, 48.8189977057], [2.3596086846, 48.8189990937], [2.3600167562, 48.8190408513], [2.3618557556, 48.8192332543], [2.3620229238, 48.8192620271], [2.3620242857, 48.8192620343], [2.3622837859, 48.8193137839], [2.3628311785, 48.8194345209], [2.3632737643, 48.8195502004], [2.363721624, 48.8196802963], [2.3641897715, 48.819822190400004], [2.3647391306, 48.8200058855], [2.3648207307, 48.8199037897], [2.3655184645, 48.8190310485], [2.3660793524, 48.8183221638], [2.3668719173, 48.8173190564], [2.3669272524, 48.8172482982], [2.3667129051, 48.8171797095], [2.3656410239, 48.8168493507], [2.3650289865, 48.8166707225], [2.364383325, 48.8164577358], [2.3642042812, 48.816398324]]]}",11,PARIS,751135101,3562.79356736,223.733752178,11.4008084461,Paris 13e Arrondissement,26413.8398457,87.7490384702,75,681.818387567,0.0,0.0,116.750483544,6.41837925233,6.41837925233,361.447796007,75113,120.426394204,194.293452129,998.666578177,37.4970728862,1491.14950099,213.446327802,1491.14950099,4652.98772029,"[48.8178595861, 2.36300578975]",24126.2255967,559.846228406,1491.14950099,0.0,1491.14950099,88.1536955528,0.0,120.426394204,7511351,17.3641932253,3714.66020777,437.691774192,1533.99909087,886.054395591,116.750483544,886.054395591,0.0,92.3250793342,3243.86647867,0.0,0.0,694.893170359,17.3641932253,27601.3746312,0.0,,,,,,,,,,
37758,ILE-DE-FRANCE,327.016081033,160.451941347,248.093584027,1215.70947271,16.183863848,75.226278241,10520.0473502,29.0416575504,00851,Métropole du Grand Paris,112.858701422,523.117914281,453.096728118,114.355615728,79.3870534974,525.789698183,274.93049099,1008.14824657,298.693815902,1028.02721016,56.4623810653,154.484686528,267.294171466,1602.24498256,298.693815902,495.772337031,578.097884595,1178.92449426,542.502438348,2802.63928441,402.27290915,1008.69011908,154.111035264,147.295338466,51.798940518,Combat 12,2152.57499344,728.761827972,177.338238425,"{'type': 'Polygon', 'coordinates': [[[2.3808843165, 48.8815694533], [2.3806937638, 48.8814254745], [2.3799425962000003, 48.8807246067], [2.3796191974, 48.8804009715], [2.3792654507, 48.8799926409], [2.3789551359, 48.8796016217], [2.3787954496, 48.8793858533], [2.3784700902, 48.8788850362], [2.3754716439, 48.8785510684], [2.3752183827, 48.8785218676], [2.3742502471, 48.8784124887], [2.3743219744, 48.8787977773], [2.3743765853, 48.8792459295], [2.3743973115, 48.8794501859], [2.3743948917, 48.8796516233], [2.3756978601, 48.8801539559], [2.3765062076, 48.8805152024], [2.3778782720000002, 48.8810583403], [2.3779108775, 48.8810684024], [2.3787205409, 48.8812075061], [2.3808843165, 48.8815694533]]]}",11,PARIS,751197612,885.593886527,127.944786571,131.219881484,Paris 19e Arrondissement,5482.3317848,198.970132947,75,518.141448234,16.183863848,0.0,451.082576058,0.0,0.0,186.255927811,75119,19.2905642166,103.336069261,543.850993994,51.7199499081,1047.31911637,236.498385693,1047.31911637,2857.54626729,"[48.879845539, 2.37726103316]",2728.0387119,447.89163604,1028.02721016,3.14593296749,1047.31911637,88.0566126502,9.8001966378,16.0528299738,7511976,171.579888358,2152.57499344,300.380504274,1235.00137892,93.7261422332,447.974533697,103.526338871,0.0,150.378271445,293.883120934,16.183863848,0.0,377.649842093,174.725821325,16528.1688332,3.23773424273,,,,,,,,,,
